id,submit_time,men,women,1_14,15_24,25_49,50_64,65+,education,farm,income,message1946,message1964,message1981,message2012,trans1946,trans1964,trans1981,trans2012,insurance,experience,1904,1946,1964,1981,2012,levee,report,maner,location_code,valid
553,2018-03-22 11:37:00,3,2,1,1,1,2,0,Basic,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle; motor,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,D,True
554,2018-03-22 12:49:00,3,3,2,0,2,2,0,Basic,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,heard from intimates,do not know,10,10,1,D,True
555,2018-03-22 12:51:00,1,1,0,0,1,1,0,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,motor,True,flooding; inundation,do not know,do not know,do not know,do not know,heard of somewhere,5,5,5,D,True
556,2018-03-22 12:52:00,2,1,1,0,0,2,0,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,True,flooding,do not know,do not know,do not know,do not know,experienced,5,10,10,D,True
557,2018-03-22 12:54:00,3,2,2,0,2,1,0,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,bycycle,bycycle,car,True,flooding,do not know,do not know,heard of somewhere,heard of somewhere,experienced,10,10,10,D,True
558,2018-03-22 13:00:00,2,2,0,2,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,D,True
559,2018-03-22 13:01:00,1,1,0,0,0,0,2,Basic,True,"5,000~10,000",null,null,fixed telephone,mobile phone,null,null,bycycle,bycycle,True,null,do not know,do not know,do not know,heard of somewhere,do not know,10,10,10,D,True
560,2018-03-22 13:03:00,2,1,0,1,0,2,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,flooding,do not know,do not know,do not know,do not know,experienced,3,3,3,D,True
561,2018-03-22 13:04:00,1,2,0,0,0,2,1,Basic,True,"20,000~50,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,True,null,do not know,do not know,do not know,heard of somewhere,know from written records,5,5,5,D,True
562,2018-03-22 13:05:00,1,1,0,0,0,0,2,Basic,True,"5,000~10,000",null,null,fixed telephone,mobile phone,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,do not know,do not know,10,10,10,D,True
563,2018-03-23 00:07:00,3,2,1,2,0,2,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,heard of somewhere,know from written records,8,8,8,B,True
564,2018-03-23 21:02:00,2,1,0,0,2,0,1,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,null,do not know,do not know,do not know,heard of somewhere; heard from intimates,heard of somewhere,6,8,8,B,True
565,2018-03-23 21:03:00,2,3,0,2,2,0,1,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,8,8,8,B,True
566,2018-03-23 21:04:00,2,3,0,2,2,0,1,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,know from written records,do not know,7,7,8,B,True
567,2018-03-23 21:05:00,2,2,0,1,1,2,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor,False,null,do not know,do not know,do not know,heard of somewhere,heard from intimates,10,8,8,B,True
568,2018-03-23 21:06:00,3,2,0,1,2,1,1,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,null,motor; car,True,null,do not know,do not know,do not know,heard from intimates,know from written records; heard of somewhere,9,9,9,B,True
569,2018-03-23 21:11:00,1,1,0,0,0,0,2,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,motor,False,flooding,do not know,do not know,do not know,heard of somewhere,experienced,8,8,8,B,True
570,2018-03-23 21:17:00,3,3,2,0,2,0,2,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,car,True,null,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,5,5,5,B,True
571,2018-03-23 21:18:00,2,2,0,2,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,do not know,do not know,8,8,9,B,True
572,2018-03-23 21:19:00,3,4,1,1,1,2,2,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor; car,True,null,do not know,do not know,do not know,do not know,know from written records,10,10,10,B,True
573,2018-03-23 21:20:00,2,2,1,0,1,0,2,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
574,2018-03-23 21:31:00,1,1,0,0,0,0,2,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,motor,False,null,do not know,do not know,do not know,do not know,do not know,9,9,8,B,True
575,2018-03-23 21:33:00,1,1,0,0,0,0,2,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,null,False,null,do not know,do not know,do not know,heard of somewhere,do not know,9,9,9,B,True
576,2018-03-23 21:37:00,2,2,1,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,B,True
577,2018-03-23 21:38:00,2,2,0,1,0,2,1,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,do not know,do not know,5,5,5,B,True
578,2018-03-23 21:40:00,2,2,0,1,2,1,0,Higher,True,"＞50,000",null,null,null,fixed telephone; mobile phone,null,null,null,bycycle; car,False,null,do not know,do not know,do not know,know from written records,know from written records,7,7,8,B,True
579,2018-03-23 21:41:00,1,2,1,0,2,0,0,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,motor,False,null,do not know,do not know,do not know,do not know,heard of somewhere,7,7,7,B,True
580,2018-03-23 21:43:00,2,2,0,2,2,0,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor; car,True,null,do not know,do not know,do not know,do not know,do not know,9,9,9,B,True
581,2018-03-23 21:44:00,1,2,0,1,2,0,0,Uneducated,True,"＜5,000",null,null,null,mobile phone,null,null,null,motor,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,9,9,9,B,True
582,2018-03-23 21:45:00,2,2,1,0,2,0,1,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,know from written records,do not know,6,6,6,B,True
583,2018-03-23 21:46:00,2,2,1,0,2,0,1,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,know from written records,heard of somewhere,8,8,8,B,True
584,2018-03-25 12:24:00,1,0,0,0,1,0,0,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,null,null,False,null,do not know,do not know,do not know,heard from intimates,heard of somewhere; know from written records; heard from intimates,9,9,9,C,True
585,2018-03-25 12:26:00,2,2,1,1,2,0,0,Basic,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,heard of somewhere,heard from intimates,8,8,8,C,True
586,2018-03-25 12:27:00,2,2,1,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,bycycle; motor,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,7,8,7,C,True
587,2018-03-25 12:28:00,2,2,0,1,1,2,0,Higher,True,"10,000~20,000",null,null,fixed telephone,mobile phone,null,null,bycycle,bycycle; motor,False,flooding,heard of somewhere,do not know,do not know,heard of somewhere; heard from intimates,know from written records; heard of somewhere; experienced,7,7,7,C,True
588,2018-03-25 12:29:00,1,1,0,1,1,0,0,Higher,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,bycycle; motor,True,null,do not know,do not know,do not know,do not know,heard of somewhere,9,9,9,C,True
589,2018-03-25 12:31:00,1,2,0,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor; car,True,null,know from written records,know from written records,know from written records,know from written records,know from written records; heard from intimates; heard of somewhere,7,10,10,C,True
590,2018-03-25 12:32:00,2,3,0,0,3,1,1,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,motor,True,null,do not know,do not know,know from written records,heard of somewhere,know from written records,8,8,8,C,True
591,2018-03-25 12:34:00,2,1,0,1,2,0,0,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,null,motor,False,null,do not know,do not know,do not know,do not know,heard of somewhere,6,6,6,C,True
592,2018-03-25 12:36:00,2,3,1,1,0,2,1,Basic,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone,null,null,null,bycycle; motor,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,1,10,1,C,True
593,2018-03-25 12:37:00,3,1,1,1,2,0,0,Basic,True,"20,000~50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere; heard from intimates,10,10,10,C,True
594,2018-03-25 12:38:00,3,2,1,1,0,2,1,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,heard of somewhere,10,10,10,C,True
595,2018-03-25 12:39:00,1,2,0,0,1,2,0,Basic,True,"20,000~50,000",null,null,null,fixed telephone; mobile phone,null,null,null,motor,False,null,do not know,do not know,know from written records,know from written records; heard of somewhere,know from written records; heard of somewhere; heard from intimates,10,8,8,C,True
596,2018-03-25 12:40:00,1,2,0,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere; know from written records,6,6,6,C,True
597,2018-03-25 12:41:00,2,2,0,1,0,2,1,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,experienced,do not know,9,6,6,C,True
598,2018-03-25 12:42:00,2,3,0,0,2,2,1,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,car,False,null,know from written records,do not know,do not know,heard of somewhere,do not know,10,10,5,C,True
599,2018-03-25 12:44:00,2,4,2,1,2,0,1,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,motor; car,True,flooding,do not know,do not know,heard from intimates,experienced,know from written records,9,9,9,C,True
600,2018-03-25 12:45:00,1,1,0,0,2,0,0,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle; car,True,null,do not know,do not know,do not know,heard of somewhere,do not know,6,6,6,C,True
601,2018-03-25 12:46:00,2,1,0,1,2,0,0,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,know from written records,do not know,heard of somewhere,heard of somewhere,do not know,9,9,9,C,True
602,2018-03-25 12:47:00,2,2,0,1,2,0,1,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,flooding,do not know,do not know,experienced,heard from intimates,do not know,10,6,9,C,True
603,2018-03-27 07:53:00,2,4,2,0,2,2,0,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,motor,False,flooding,do not know,do not know,do not know,heard from intimates,experienced,8,5,8,C,True
604,2018-03-27 07:55:00,2,2,0,1,2,0,1,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,experienced,do not know,8,7,9,D,True
605,2018-03-27 07:57:00,1,1,0,0,0,2,0,Basic,True,"20,000~50,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,True,null,do not know,do not know,do not know,heard from intimates,heard from intimates,5,5,5,D,True
606,2018-03-27 08:01:00,1,1,0,0,2,0,0,Basic,True,"20,000~50,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,False,flooding,do not know,do not know,do not know,experienced,experienced,10,10,5,D,True
607,2018-03-27 08:11:00,1,0,0,0,0,1,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor,False,inundation,do not know,do not know,do not know,experienced,heard from intimates,6,7,8,D,True
608,2018-03-27 08:16:00,3,3,2,0,2,0,2,Basic,True,"10,000~20,000",null,null,null,fixed telephone; mobile phone; network,null,null,null,bycycle,True,inundation,do not know,do not know,do not know,do not know,do not know,10,10,10,D,True
609,2018-03-27 08:20:00,2,0,0,0,0,2,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor; car,False,inundation; flooding,do not know,do not know,do not know,experienced; heard from intimates,heard from intimates,7,7,8,A,True
610,2018-03-27 08:22:00,2,1,1,0,0,0,2,Higher,True,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,heard of somewhere,do not know,8,7,7,D,True
611,2018-03-27 08:23:00,1,3,0,0,2,2,0,Higher,False,"＞50,000",null,null,fixed telephone,network; mobile phone,null,null,null,car; motor,False,null,do not know,do not know,do not know,heard from intimates,do not know,10,10,10,D,True
612,2018-03-27 08:24:00,3,1,0,0,2,2,0,Higher,False,"＞50,000",null,null,fixed telephone,mobile phone,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,10,9,9,D,True
614,2018-03-27 08:28:00,1,2,1,0,0,1,1,Basic,True,"10,000~20,000",null,null,fixed telephone,mobile phone,null,null,motor,car,True,null,do not know,do not know,do not know,do not know,do not know,8,8,8,C,True
615,2018-03-27 08:29:00,2,2,0,1,2,0,1,Basic,True,"＞50,000",null,null,null,mobile phone,null,null,null,motor,True,null,do not know,do not know,do not know,do not know,do not know,8,9,8,C,True
616,2018-03-27 08:31:00,1,1,0,0,0,0,2,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,null,null,False,inundation; flooding,do not know,do not know,heard of somewhere,heard from intimates,heard of somewhere; heard from intimates,8,8,3,A,True
617,2018-03-27 08:32:00,3,1,1,1,0,2,0,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,heard of somewhere,experienced,heard from intimates; experienced,8,8,10,A,True
618,2018-03-27 08:33:00,2,1,0,1,2,0,0,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,null,do not know,do not know,do not know,do not know,do not know,7,7,7,A,True
619,2018-03-27 08:35:00,2,3,0,1,0,2,2,Higher,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor; bycycle,False,flooding,do not know,do not know,heard of somewhere,heard from intimates,heard from intimates; experienced; heard of somewhere,10,8,8,A,True
620,2018-03-27 08:36:00,1,1,0,0,0,0,2,Basic,True,"＜5,000",null,null,null,mobile phone,null,null,null,null,False,flooding,heard of somewhere,do not know,experienced,heard from intimates,do not know,10,10,10,B,True
621,2018-03-27 08:38:00,2,2,0,0,2,0,2,Basic,True,"20,000~50,000",null,null,null,fixed telephone; mobile phone,null,null,bycycle,bycycle; motor,False,flooding,do not know,do not know,experienced,experienced,heard of somewhere; know from written records,10,10,10,B,True
622,2018-03-27 08:40:00,1,1,0,0,0,0,2,Uneducated,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,null,False,flooding,do not know,do not know,experienced,experienced,experienced,10,10,10,B,True
623,2018-03-27 08:41:00,3,2,1,0,2,2,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,do not know,experienced,2,3,3,D,True
624,2018-03-27 08:43:00,2,1,0,1,2,0,0,Higher,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,motor; car,True,flooding,do not know,do not know,do not know,do not know,experienced,10,7,8,D,True
625,2018-03-27 08:45:00,2,2,0,1,2,0,1,Basic,True,"5,000~10,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,bycycle; motor; car,True,null,do not know,do not know,do not know,do not know,do not know,6,6,8,D,True
626,2018-03-27 08:46:00,3,1,0,2,2,0,0,Higher,False,"＞50,000",null,null,fixed telephone,mobile phone,null,null,null,car; motor,True,inundation; flooding,know from written records; heard of somewhere,know from written records,know from written records,do not know,do not know,10,10,8,C,True
627,2018-03-27 08:48:00,2,2,1,1,2,0,0,Basic,False,"5,000~10,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,10,10,10,C,True
628,2018-03-27 08:49:00,2,1,1,0,2,0,0,Higher,False,"＞50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,6,6,6,C,True
630,2018-03-27 08:52:00,1,2,0,1,0,2,0,Higher,False,"10,000~20,000",null,null,fixed telephone,mobile phone,null,null,bycycle,motor,True,null,heard of somewhere,do not know,do not know,do not know,heard of somewhere,7,7,7,C,True
631,2018-03-27 08:54:00,2,3,0,0,2,3,0,Basic,False,"5,000~10,000",null,null,fixed telephone,mobile phone; network,null,null,bycycle,car,True,null,know from written records,heard of somewhere,heard of somewhere,heard of somewhere,do not know,10,10,10,C,True
632,2018-03-27 08:56:00,2,2,1,2,0,1,0,Basic,False,"＜5,000",null,null,null,mobile phone; network,null,null,null,car,True,null,heard of somewhere,do not know,do not know,do not know,do not know,8,9,8,C,True
633,2018-03-27 08:57:00,3,3,0,2,2,0,2,Basic,False,"10,000~20,000",null,null,null,null,null,null,null,null,False,null,do not know,do not know,know from written records,heard of somewhere,heard of somewhere,7,8,9,C,True
634,2018-03-27 08:58:00,2,3,1,2,2,0,0,Basic,False,"5,000~10,000",null,null,null,mobile phone; network,null,null,null,car; motor,True,null,do not know,do not know,do not know,do not know,know from written records,7,7,7,C,True
635,2018-03-27 09:00:00,5,5,5,0,5,0,0,Basic,False,"＞50,000",null,null,null,fixed telephone; mobile phone; network,null,null,bycycle,car,True,null,do not know,do not know,do not know,do not know,do not know,10,5,10,C,True
636,2018-03-27 09:01:00,2,2,1,0,2,1,0,Basic,False,"5,000~10,000",null,null,fixed telephone,network,null,null,null,motor; car,True,null,do not know,do not know,do not know,heard of somewhere,heard of somewhere,10,10,10,C,True
637,2018-03-27 09:04:00,2,3,1,2,2,0,0,Basic,True,"10,000~20,000",null,null,null,mobile phone,null,null,bycycle,bycycle; motor,False,flooding,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,heard from intimates,8,7,7,C,True
638,2018-03-27 09:06:00,3,1,0,1,1,2,0,Basic,True,"＜5,000",null,null,null,mobile phone,null,null,null,bycycle; motor,False,null,do not know,heard of somewhere,heard of somewhere,heard of somewhere,heard of somewhere,7,6,8,C,True
639,2018-03-27 09:07:00,1,1,0,0,0,2,0,Basic,True,"5,000~10,000",null,null,null,mobile phone,null,null,bycycle,bycycle,False,flooding,do not know,do not know,heard of somewhere,heard of somewhere,heard from intimates,7,8,8,C,True
640,2018-03-27 09:09:00,2,3,0,0,3,1,1,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,motor; car; bycycle,True,inundation,do not know,do not know,do not know,heard of somewhere; heard from intimates; know from written records,know from written records; heard of somewhere; experienced,8,8,8,C,True
641,2018-03-27 09:14:00,4,4,1,1,2,2,2,Higher,True,"20,000~50,000",null,null,null,mobile phone; network,null,null,bycycle,bycycle; motor,True,flooding,do not know,do not know,do not know,heard of somewhere,know from written records; heard from intimates,7,8,8,C,True
642,2018-03-27 09:15:00,2,3,0,3,2,0,0,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,bycycle,motor; bycycle,False,null,do not know,do not know,heard of somewhere,heard from intimates,know from written records; heard of somewhere,8,8,10,C,True
643,2018-03-27 09:17:00,3,1,1,1,2,0,0,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,bycycle,motor; bycycle,True,null,do not know,heard of somewhere,know from written records,heard from intimates,know from written records,10,10,10,C,True
645,2018-03-27 09:19:00,2,2,1,0,2,0,1,Basic,True,"20,000~50,000",null,null,null,mobile phone,null,null,null,motor; car,True,flooding; inundation,do not know,do not know,heard of somewhere,heard from intimates,experienced,9,1,1,C,True
646,2018-03-27 09:21:00,3,3,0,1,2,1,2,Higher,True,"＞50,000",null,null,null,mobile phone,null,null,null,bycycle; car,True,null,do not know,do not know,heard of somewhere,heard of somewhere,heard from intimates,10,8,8,C,True
647,2018-03-27 09:22:00,3,2,0,1,2,1,1,Higher,True,"＞50,000",null,null,null,mobile phone; network,null,null,bycycle,car,True,flooding,do not know,know from written records,experienced,heard from intimates,know from written records; heard of somewhere,10,10,10,C,True
648,2018-03-27 09:24:00,3,3,1,1,2,0,2,Higher,True,"10,000~20,000",null,null,null,mobile phone,null,null,null,car,False,flooding,do not know,do not know,do not know,heard of somewhere,experienced,9,6,10,B,True
649,2018-03-22 19:10:00,1,2,0,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
650,2018-03-22 11:24:00,2,1,0,1,2,0,0,Higher,False,"5,000~10,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,know from written records,do not know,7,7,7,B,True
651,2018-03-21 22:04:00,4,3,1,1,3,2,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,know from written records,experienced,do not know,7,7,7,B,True
652,2018-03-21 14:18:00,5,5,2,1,5,0,2,Higher,True,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,know from written records,know from written records,heard of somewhere,7,7,7,B,True
653,2018-03-21 14:17:00,2,3,0,1,2,2,0,Higher,False,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
655,2018-03-21 09:33:00,1,2,0,1,0,2,0,Higher,False,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,know from written records,heard of somewhere,know from written records,know from written records,do not know,7,7,7,B,True
656,2018-03-21 08:43:00,2,2,0,1,1,2,0,Higher,False,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
657,2018-03-21 08:42:00,3,1,2,2,0,0,0,Higher,False,"5,000~10,000",null,null,null,null,null,null,null,null,True,null,know from written records,heard of somewhere,know from written records,heard from intimates,heard of somewhere,7,7,7,C,True
658,2018-03-21 08:20:00,2,1,0,1,2,0,0,Higher,True,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,heard of somewhere,know from written records,heard from intimates,7,7,7,B,True
659,2018-03-21 08:19:00,3,1,0,2,2,0,0,Higher,True,"5,000~10,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,heard of somewhere,7,7,7,B,True
660,2018-03-21 08:12:00,2,1,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,heard of somewhere,do not know,7,7,7,B,True
661,2018-03-21 08:12:00,3,1,0,2,2,0,0,Higher,True,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
663,2018-03-21 08:00:00,4,2,0,1,3,1,1,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
664,2018-03-17 18:01:00,1,3,0,2,1,1,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,heard of somewhere,heard of somewhere,do not know,do not know,do not know,7,7,7,B,True
665,2018-03-17 15:35:00,1,2,0,1,2,0,0,Higher,False,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
666,2018-03-17 14:00:00,2,3,1,0,2,2,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,know from written records,know from written records,heard of somewhere,7,7,7,B,True
667,2018-03-17 13:33:00,1,2,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
668,2018-03-17 13:32:00,2,2,0,2,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
669,2018-03-17 13:25:00,1,2,0,1,2,0,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,know from written records,do not know,7,7,7,B,True
670,2018-03-17 13:17:00,1,2,0,1,1,1,0,Higher,False,"10,000~20,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
672,2018-03-17 13:13:00,1,2,0,1,1,1,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,know from written records,know from written records,heard of somewhere,7,7,7,B,True
673,2018-03-17 13:04:00,3,1,1,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,know from written records,heard of somewhere,7,7,7,B,True
674,2018-03-17 13:04:00,1,2,0,1,0,2,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
675,2018-03-17 13:03:00,1,2,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
676,2018-03-17 13:00:00,2,1,1,0,2,0,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,heard of somewhere,heard of somewhere,do not know,7,7,7,B,True
677,2018-03-17 12:59:00,2,3,1,0,2,2,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,know from written records,know from written records,heard of somewhere,heard from intimates,do not know,7,7,7,B,True
678,2018-03-17 12:59:00,2,2,0,1,2,1,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
679,2018-03-17 12:57:00,2,1,0,1,2,0,0,Higher,False,"20,000~50,000",null,null,null,null,null,null,null,null,True,null,heard of somewhere,know from written records,know from written records,heard of somewhere,heard of somewhere,7,7,7,D,True
680,2018-03-17 12:55:00,1,2,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,do not know,do not know,7,7,7,B,True
681,2018-03-17 12:54:00,2,1,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,do not know,do not know,do not know,know from written records,do not know,7,7,7,B,True
682,2018-03-17 12:52:00,1,2,0,1,2,0,0,Higher,False,">50,000",null,null,null,null,null,null,null,null,True,null,heard of somewhere,heard of somewhere,heard from intimates,heard from intimates,heard of somewhere,7,7,7,B,True
